docid,entityid,type
1604,Multi-Objective Optimal Designs In Comparative Clinical Trials With Covariates: The Reinforced Doubly Adaptive Biased Coin Design,Paper
1605,A Dual-Beam Irradiation Facility For A Novel Hybrid Cancer Therapy,Paper
1606,Alzheimer'S Disease,Topic
1606,Decision-Making Model,Topic
1606,Athanasios Alexiou,Author
1606,Panayiotis Vlamos,Author
1607,Balancing Treatment Allocation For Influential Covariates,Topic
1607,Clinical Trials,Topic
1607,Biomarkers,Topic
1607,Translational Research,Topic
1607,Genomics,Topic
1607,Proteomics,Topic
1607,Metabolomics,Topic
1607,Stratified Permuted Block Randomization,Topic
1607,Minimization Methods,Topic
1607,Covariate-Adaptive Design,Topic
1607,Yanqing Hu,Author
1607,Feifang Hu,Author
1608,Exact Methods For Multistage Estimation Of A Binomial Proportion,Paper
1609,Influence Diagrams,Topic
1609,Bayesian Statistical Models,Topic
1609,User-Based Architecture,Topic
1609,Physicians,Topic
1609,Two-Arm Parallel Randomized Clinical Trials (Taprct),Topic
1609,Patient-Flow Diagram,Topic
1609,Cohort-State Diagram,Topic
1609,Construction Steps,Topic
1609,Thomas,Topic
1609,Harold P. Lehmann,Author
1609,Ross D. Shachter,Author
1610,Cost Effectiveness Statistic: A Proposal To Take Into Account The Patient Stratification Factors,Paper
1610,Randomized Clinical Trials,Topic
1610,Incremental Cost-Effective Ratio (Icer),Topic
1610,Cancer Therapy,Topic
1610,Cluster Analysis,Topic
1610,Patient Stratification Factors,Topic
1610,Age,Topic
1610,Gender,Topic
1610,Disease Severity,Topic
1611,Combinatorial Biomarkers,Topic
1611,Alzheimer'S Disease,Topic
1611,Dementia,Topic
1611,Scarf,Paper
1612,Identifiability Of Subgroup Causal Effects In Randomized Experiments With Nonignorable Missing Covariates,Paper
1612,Peng Ding,Author
1612,Zhi Geng,Author
1613,Da-Crm,Topic
1613,Toxicity Outcome,Topic
1613,Bayesian Data Augmentation,Topic
1613,Phase I Cancer Clinical Trials,Topic
1613,Suyu Liu,Author
1613,Guosheng Yin,Author
1613,Ying Yuan,Author
1614,Survregcenscov,Topic
1614,Stanislas Hubeaux,Author
1614,Kaspar Rufibach,Author
1615,Biased-Coin Designs,Topic
1615,Efron'S Biased-Coin Rule,Topic
1615,Anthony C. Atkinson,Author
1615,Loss Of Information,Topic
1615,Selection Bias,Topic
1615,Bayesian Rule,Topic
1615,Large Sample,Topic
1615,Small-Sample Simulations,Topic
1615,Treatment Allocation,Topic
1615,Imbalance,Topic
1616,Sharp Bounds On The Variance,Topic
1616,Difference-In-Means Estimator,Topic
1616,Completely Randomized Experiments,Topic
1616,Identification Problem In Causal Inference,Topic
1616,Wald-Type Confidence Intervals,Topic
1616,Randomized Controlled Trials,Topic
1616,Randomized Clinical Trials,Topic
1616,Peter M. Aronow,Author
1616,Donald P. Green,Author
1616,Donald K. K. Lee,Author
1617,Two-Stage Adaptive Dose-Response Study Designs,Topic
1617,Maximum Likelihood Estimate,Topic
1617,Bayesian Optimal Design,Topic
1617,Parameter Uncertainty,Topic
1617,Sigmoid Emax Dose-Response Model,Topic
1617,D-Optimality Criterion,Topic
1617,Emma Mccallum,Author
1617,Bjˆrn Bornkamp,Author
1618,Breast Imaging,Topic
1618,Numerical Observers,Topic
1618,Human Observer,Topic
1618,Spatiotemporal Contrast Sensitivity Function,Topic
1618,Multi-Slice Channelized Hotelling Observer,Topic
1618,Contrast Masking,Topic
1618,Ali R. N. Avanaki,Author
1618,Kathryn S. Espig,Author
1618,Albert Xthona,Author
1618,Tom R. L. Kimpe,Author
1618,Predrag R. Bakic,Author
1618,Andrew D. A. Maidment,Author
1619,Multgee,Topic
1619,Anestis Touloumis,Author
1620,A Stochastic Evolutionary Model For Capturing Human Dynamics,Paper
1620,Trevor Fenner,Author
1620,Mark Levene,Author
1620,George Loizou,Author
1621,Funnel Plot,Topic
1621,Meta-Analysis,Topic
1621,Cambridge Science Festival,Topic
1621,Jack Bowden,Author
1621,Chris Jackson,Author
1622,A Heteroscedastic Accelerated Failure Time Model For Survival Analysis,Paper
1622,Yifan Wang,Author
1622,Tian You,Author
1622,Martin Lysy,Author
1622,Survival Analysis,Topic
1622,Parametric Likelihood-Based Estimators,Topic
1622,Expectation-Conditional-Maximization (Ecm) Algorithm,Topic
1622,Colon Cancer Clinical Trial,Topic
1622,Haft Maximum Likelihood Estimator,Topic
1622,Homoscedastic Model,Topic
1622,Heteroscedasticity,Topic
1623,Modeling Long-Term Outcomes And Treatment Effects After Androgen Deprivation Therapy For Prostate Cancer,Paper
1624,Differentially Private Algorithms For Stochastic Multi-Armed Bandit Problem,Topic
1624,Aristide Tossou,Author
1624,Christos Dimitrakakis,Author
1625,Stochastic Processes,Topic
1625,Human Behaviour,Topic
1625,Mobile Phone Networks,Topic
1625,Social Media,Topic
1625,Stochastic Urn-Based Model,Topic
1625,Mixture Models,Topic
1625,Exponential Distributions,Topic
1625,Survival Analysis,Topic
1625,Clinical Trials,Topic
1625,Reliability Analysis,Topic
1625,Large Data Sets,Topic
1625,Heterogeneity In Data,Topic
1625,Search Engine Queries,Topic
1625,Trevor Fenner,Author
1625,Mark Levene,Author
1625,George Loizou,Author
1626,Conditional Estimation In Two-Stage Adaptive Designs,Paper
1626,Bias,Topic
1626,Estimators,Topic
1626,Simulation Study,Topic
1626,Clinical Trial Setting,Topic
1627,Control Of Directional Errors In Fixed Sequence Multiple Testing,Paper
1627,Mixed Directional Familywise Error Rate,Topic
1627,R-Package Fixseqmtp,Topic
1628,Imputation Of Missing Attribute Values In Medical Datasets,Topic
1628,Yelipe Usharani,Author
1628,P. Sammulal,Author
1628,An Innovative Imputation And Classification Approach For Accurate Disease Prediction,Paper
1629,Phase Ii Clinical Trials,Topic
1629,Dose Response Curves,Topic
1629,Parametric Regression Models,Topic
1629,Treatment Groups,Topic
1629,Optimal Design Theory,Topic
1629,Support Points,Topic
1629,D-Optimal Designs,Topic
1629,Dose-Finding Study,Topic
1629,Chrystel Feller,Author
1629,Kirsten Schorning,Author
1629,Holger Dette,Author
1629,Georgina Bermann,Author
1629,Bjˆrn Bornkamp,Author
1630,Cox Model,Topic
1630,Additive Hazard Model,Topic
1630,Accelerated Failure Time Model,Topic
1630,Transformation Model,Topic
1630,Shape-Invariant Hazard Regression Model,Topic
1630,Moment-Based Inference Procedures,Topic
1630,Risk Prediction,Topic
1630,Goodness Of Fit Test,Topic
1630,Veteran'S Administration Lung Cancer Data,Topic
1630,Hivnet 012 Data,Topic
1630,Nevirapine Treatment,Topic
1630,Cheng Zheng,Author
1630,Ying Qing Chen,Author
1631,An Approach To Find Missing Values In Medical Datasets,Paper
1631,B. Mathura Bai,Author
1631,N. Mangathayaru,Author
1631,B. Padmaja Rani,Author
1632,Weighted Parametric Multiple Test Procedures,Topic
1632,Closure Principle,Topic
1632,Adjusted Significance Levels,Topic
1632,Adjusted P-Values,Topic
1632,Intersection Hypotheses,Topic
1632,Exact Alpha-Level Parametric Tests,Topic
1632,Consonance Property,Topic
1632,Clinical Trial Example,Topic
1632,Dong Xi,Author
1632,Ekkehard Glimm,Author
1632,Willi Maurer,Author
1632,Frank Bretz,Author
1633,Bayesian Index,Topic
1633,Kawasaki And Miyaoka (2012B),Author
1634,Assessing The Similarity Of Dose Response And Target Doses In Two Non-Overlapping Subgroups,Paper
1635,L0 Regularisation For The Estimation Of Piecewise Constant Hazard Rates In Survival Analysis,Paper
1636,Mtpi,Topic
1636,Mtpi-2,Topic
1636,Wentian Guo,Author
1636,Sue-Jane Wang,Author
1636,Shengjie Yang,Author
1636,Suiheng Lin,Author
1636,Yuan Ji,Author
1637,Rank Verification For Exponential Families,Paper
1637,Statistical Experiments,Topic
1637,Public Opinion Poll,Topic
1637,Social Scientific Survey,Topic
1637,Clinical Trial,Topic
1638,Bonferroni Based Multiple Testing Procedure,Topic
1638,Zhiying Qiu,Author
1638,Wenge Guo,Author
1638,Sanat Sarkar,Author
1638,Complex Clinical Trials,Topic
1639,A Noise-Filtering Approach For Cancer Drug Sensitivity Prediction,Paper
1639,Turki Turki,Author
1639,Zhi Wei,Author
1639,Cancer,Topic
1640,Ranking Biomarkers Through Mutual Information,Paper
1641,Meboost,Topic
1641,Box Lunch Study,Topic
1641,Benjamin Brown,Author
1641,Timothy Weaver,Author
1641,Julian Wolfson,Author
1641,Convex Conditioned Lasso,Topic
1641,Lasso,Topic
1642,Parametric Hypothesis Testing,Topic
1642,Two Independent Samples,Topic
1642,Wald-Type Tests,Topic
1642,Minimum Density Power Divergence Estimators,Topic
1642,Simple Two-Sample Hypothesis,Topic
1642,General Two-Sample Hypotheses,Topic
1642,Nuisance Parameters,Topic
1642,Asymptotic Properties,Topic
1642,Theoretical Robustness Properties,Topic
1642,One-Sided Alternatives,Topic
1642,Treatment Effectiveness,Topic
1642,Clinical Trials,Topic
1642,Real Data Examples,Topic
1642,Abhik Ghosh,Author
1642,Nirian Martin,Author
1642,Ayanendranath Basu,Author
1642,Leandro Pardo,Author
1643,Context Attentive Bandits: Contextual Bandit With Restricted Context,Paper
1643,Multi-Armed Bandit Model,Topic
1643,Contextual Bandit With Restricted Context,Topic
1643,Thompson Sampling,Topic
1643,Thompson Sampling With Restricted Context,Topic
1643,Windows Thompson Sampling With Restricted Context,Topic
1643,Stationary Environments,Topic
1643,Nonstationary Environments,Topic
1643,Clinical Trials,Topic
1643,Recommender Systems,Topic
1643,Attention Modeling,Topic
1643,Real-Life Datasets,Topic
1644,Estimating Individualized Treatment Rules,Topic
1644,Yifan Cui,Author
1644,Ruoqing Zhu,Author
1644,Michael Kosorok,Author
1644,Tree Based Weighted Learning For Estimating Individualized Treatment Rules With Censored Data,Paper
1645,Subgroup Analysis Of Treatment Effects For Misclassified Biomarkers With Time-To-Event Data,Paper
1646,Why Adaptively Collected Data Have Negative Bias And How To Correct For It,Paper
1646,Xinkun Nie,Author
1646,Xiaoying Tian,Author
1646,Jonathan Taylor,Author
1646,James Zou,Author
1647,Global Hypothesis Tests,Topic
1647,Clinical Trials,Topic
1647,Genetic Studies,Topic
1647,Meta Analyses,Topic
1647,Global Null Hypothesis,Topic
1647,Combinations Tests,Topic
1647,Bonferroni Test,Topic
1647,Simes Test,Topic
1647,Omnibus Test,Topic
1647,R-Package Omnibus,Topic
1647,Andreas Futschik,Author
1647,Thomas Taus,Author
1647,Sonja Zehetmayer,Author
1648,Likelihood Methods For Measuring Statistical Evidence,Topic
1648,Sequential Study Designs,Topic
1648,Sample Size Projections,Topic
1648,Time-To-Event Outcomes,Topic
1648,Efficacy And Futility,Topic
1648,Phase Ii Cancer Clinical Trial,Topic
1648,Jeffrey D Blume,Author
1648,Leena Choi,Author
1648,Likelihood Based Study Designs For Time-To-Event Endpoints,Paper
1649,Dasgupta Et Al. (2015),Author
1649,Randomized Controlled $2^2$ Factorial Design,Topic
1649,Binary Outcome,Topic
1649,Randomization-Based Causal Inference Framework,Topic
1649,Sampling Variance Of The Randomization-Based Factorial Effect Estimator,Topic
1649,New Variance Estimator,Topic
1649,Jiannan Lu,Author
1649,Real-Life Datasets From Randomized Clinical Trials,Topic
1650,Bayesian Optimal Designs For Dose-Response Curves With Common Parameters,Paper
1651,Pancreas Segmentation In Computed Tomography Imaging,Topic
1651,3D Fully Convolutional Network,Topic
1651,Holger Roth,Author
1651,Masahiro Oda,Author
1651,Natsuki Shimizu,Author
1651,Hirohisa Oda,Author
1651,Yuichiro Hayashi,Author
1651,Takayuki Kitasaka,Author
1651,Michitaka Fujiwara,Author
1651,Kazunari Misawa,Author
1651,Kensaku Mori,Author
1651,147 Contrast Enhanced Abdominal Ct Scans,Topic
1651,Dice Score Of 89.7 ± 3.8,Topic
1651,State-Of-The-Art Performance In Pancreas Segmentation,Topic
1651,Gastric Cancer Patients,Topic
1652,Optimal Treatment Regimes,Topic
1652,Causal K-Nearest Neighbor Method,Topic
1652,Causal Inference Framework,Topic
1652,Causal K-Nearest Neighbor Regime,Topic
1652,Curse Of Dimensionality,Topic
1652,Adaptive Causal K-Nearest Neighbor Method,Topic
1652,Xin Zhou,Author
1652,Michael R. Kosorok,Author
1652,Chronic Depression Clinical Trial,Topic
1652,Simulation Studies,Topic
1653,Two-Stage Fisher Exact Test For Multi-Arm Studies With Binary Outcome Variables,Paper
1653,Fisher'S Exact Test,Topic
1653,Exact Binomial Tests,Topic
1654,Alzheimer'S Disease,Topic
1654,Anti-Amyloid Beta Antibodies,Topic
1654,D'Artagnan Greene,Author
1654,Theodora Po,Author
1654,Jennifer Pan,Author
1654,Tanya Tabibian,Author
1654,Ray Luo,Author
1654,Computational Analysis For The Rational Design Of Anti-Amyloid Beta (Abeta) Antibodies,Paper
1655,Monte Carlo Modified Profile Likelihood In Models For Clustered Data,Paper
1655,Clustered Data,Topic
1655,Monte Carlo Simulation,Topic
1655,Modified Profile Likelihood,Topic
1655,Missing-Data Models,Topic
1655,Survival Models,Topic
1655,Clinical Trial Applications,Topic
1656,Testing For Equivalence: An Intersection-Union Permutation Solution,Paper
1656,R. Arboretti,Author
1656,E. Carrozzo,Author
1656,F. Pesarin,Author
1656,L. Salmaso,Author
1656,Clinical Trials,Topic
1656,Pharmaceutical Experiments,Topic
1656,Bioequivalence,Topic
1656,Quality Control,Topic
1656,Intersection-Union Principle,Topic
1656,Likelihood Techniques,Topic
1656,Nonparametric Setting,Topic
1656,Iu Permutation Test,Topic
1657,Cell Counting,Topic
1657,Convolutional Neural Network,Topic
1657,Feature Pyramid Network,Topic
1657,Vgg-Style Neural Network,Topic
1657,Microscopy Image,Topic
1657,Deep Learning For Segmentation And Counting Within Microscopy Data,Paper
1657,Carlos X. Hern·ndez,Author
1657,Mohammad M. Sultan,Author
1657,Vijay S. Pande,Author
1658,Truncation By Death Problem,Topic
1658,Potential Outcomes Framework,Topic
1658,Survival Information,Topic
1658,Fan Yang,Author
1658,Peng Ding,Author
1658,Using Survival Information In Truncation By Death Problems Without The Monotonicity Assumption,Paper
1659,Lgbtq Health Issues,Topic
1659,Public Health Policy,Topic
1659,Computational Approach,Topic
1659,Men Who Have Sex With Men,Topic
1659,Diseases And Disorders,Topic
1659,Frank Webb,Author
1659,Amir Karami,Author
1659,Vanessa Kitzie,Author
1660,Respiratory Rate Estimation Algorithm,Topic
1660,Pressure-Sensitive Mat (Psm) Technology,Topic
1660,Neonatal Intensive Care Units (Nicu),Topic
1660,S. Nizami,Author
1660,A. Bekele,Author
1660,M. Hozayen,Author
1660,K. Greenwood,Author
1660,J. Harrold,Author
1660,J. R. Green,Author
1661,Crossing Survival Curves,Topic
1661,Clinical Trial'S Primary Endpoint,Topic
1661,Individual Survival Curves,Topic
1661,Crossing Point,Topic
1661,Survival Curve Errors,Topic
1661,Crossing Point Errors,Topic
1661,System Conditions,Topic
1661,Thomas Mcandrew,Author
1661,Bjorn Redfors,Author
1661,Yiran Zhang,Author
1661,Aaron Crowley,Author
1661,Shmuel Chen,Author
1661,Gregg Stone,Author
1661,Paul Jenkins,Author
1662,Digital Science'S Dimensions,Topic
1662,Chaomei Chen,Author
1662,Cascading Citation Expansion,Topic
1663,"A Corpus With Multi-Level Annotations Of Patients, Interventions And Outcomes To Support Language Processing For Medical Literature",Paper
1664,Protein Design Algorithms,Topic
1664,Mark A. Hallen,Author
1664,Bruce R. Donald,Author
1664,Computer Science Classes,Topic
1664,Molecular Therapies,Topic
1664,Therapeutics Development,Topic
1665,Randomized Clinical Trials,Topic
1665,Causal Effects,Topic
1665,Observational Data,Topic
1665,Matching,Topic
1665,Matching Algorithms,Topic
1665,Anthony D. Scotina,Author
1665,Roee Gutman,Author
1665,Matching Algorithms For Causal Inference With Multiple Treatments,Paper
1666,Interval Estimation Of Individual-Level Causal Effects Under Unobserved Confounding,Paper
1666,Nathan Kallus,Author
1666,Xiaojie Mao,Author
1666,Angela Zhou,Author
1667,Online Learning Procedures,Topic
1667,Cost Minimizing Algorithms,Topic
1667,Ucb-Algorithms,Topic
1667,Non-Iid Case,Topic
1667,Adaptive Tests,Topic
1667,A/B Tests,Topic
1667,RÈmy Degenne,Author
1667,Thomas Nedelec,Author
1667,ClÈment CalauzËnes,Author
1667,Vianney Perchet,Author
1668,Kernel-Based Goodness-Of-Fit Test For Censored Data,Topic
1668,Tamara Fern·ndez,Author
1668,Arthur Gretton,Author
1668,Log-Rank Test,Topic
1668,Periodic And Weibull Hazard Functions,Topic
1668,Classical Tests,Topic
1669,Model Selection Based On Experimental Data,Topic
1669,Biological Data Science,Topic
1669,Geometric Properties Of Input Data,Topic
1669,Algebraic Model,Topic
1669,Staircase,Topic
1669,Linear Shift Of A Staircase,Topic
1669,Unique Reduced Grˆbner Basis,Topic
1669,Boolean Model Of The Lac Operon,Topic
1669,E. Coli,Topic
1669,Elena S. Dimitrova,Author
1669,Qijun He,Author
1669,Brandilyn Stigler,Author
1669,Anyu Zhang,Author
1670,Contextual,Topic
1670,Robin Van Emden,Author
1670,Maurits Kaptein,Author
1671,Vaccine Dose Optimization,Topic
1671,Immunostimulation/Immunodynamic Modelling,Topic
1671,Sophie J. Rhodes,Author
1671,Gwenan M. Knight,Author
1671,Denise E. Kirschner,Author
1671,Richard G. White,Author
1671,Thomas G. Evans,Author
1672,Quantile Regression Modeling Of Recurrent Event Risk,Paper
1672,Huijuan Ma,Author
1672,Limin Peng,Author
1672,Chiung-Yu Huang,Author
1672,Haoda Fu,Author
1672,Recurrent Event Risk,Topic
1673,Evaluating And Optimizing Network Sampling Designs: Decision Theory And Information Theory Perspectives,Paper
1673,SimÛn LunagÛmez,Author
1673,Marios Papamichalis,Author
1673,Patrick J. Wolfe,Author
1673,Edoardo M. Airoldi,Author
1673,Respondent-Driven Sampling,Topic
1673,Decision Theory,Topic
1673,Information Theory,Topic
1673,Sufficiency,Topic
1673,Goel-Degroot Criterion,Topic
1674,Quantification Of Sulfated Polysaccharides In Urine Samples,Topic
1674,Heparin Red Kit,Topic
1674,Inorganic Sulfate,Topic
1674,Hydrochloric Acid,Topic
1674,Magnesium Chloride,Topic
1674,Ulrich Warttinger,Author
1674,Roland Kr‰mer,Author
1675,Applications Of Blockchain In Healthcare: Current Landscape & Challenges,Paper
1675,Healthcare,Topic
1675,Blockchain,Topic
1676,A Sequential Significance Test For Treatment By Covariate Interactions,Paper
1676,Min Qian,Author
1676,Bibhas Chakraborty,Author
1676,Raju Maiti,Author
1676,Ying Kuen Cheung,Author
1677,Robust Kernel Association Test,Topic
1677,Kara Martinez,Author
1677,Arnab Maity,Author
1677,Robert Yolken,Author
1677,Patrick Sullivan,Author
1677,Jung-Ying Tzeng,Author
1677,Catie Clinical Trial,Topic
1677,Snp-Sets,Topic
1678,Separable Effects For Causal Inference In The Presence Of Competing Events,Paper
1679,Tissue Classification,Topic
1679,Magnetic Resonance Imaging (Mri),Topic
1679,Brain Tissue Classification,Topic
